id,State,County,City,ZipCode,Lat,Long,Radius,Score
13163,Georgia,Jefferson County,Matthews,30818,33.26,-82.33,6.0,82
13125,Georgia,Glascock County,Mitchell,30820,33.2,-82.7,8.0,191
13301,Georgia,Warren County,Norwood,30821,33.5,-82.7,11.0,284
13165,Georgia,Jenkins County,Perkins,30822,32.9,-81.9,8.0,211
13163,Georgia,Jefferson County,Stapleton,30823,33.2,-82.4,9.0,126
13189,Georgia,McDuffie County,Thomson,30824,33.5,-82.5,13.0,216
13301,Georgia,Warren County,Warrenton,30828,33.4,-82.7,11.0,172
13033,Georgia,Burke County,Waynesboro,30830,33.1,-82.0,19.0,4
13163,Georgia,Jefferson County,Wrens,30833,33.2,-82.4,8.0,92
13245,Georgia,Richmond County,Augusta,30901,33.43,-81.96,5.0,85
13245,Georgia,Richmond County,Augusta,30904,33.48,-82.02,4.0,246
13245,Georgia,Richmond County,Augusta,30905,33.4,-82.17,5.0,202
13245,Georgia,Richmond County,Augusta,30906,33.3,-82.0,10.0,248
13073,Georgia,Columbia County,Augusta,30907,33.53,-82.09,5.0,122
13245,Georgia,Richmond County,Augusta,30909,33.48,-82.1,6.0,126
13245,Georgia,Richmond County,Augusta,30912,33.469,-81.989,0.3977272727272727,172
13315,Georgia,Wilcox County,Abbeville,31001,32.0,-83.3,12.0,153
13107,Georgia,Emanuel County,Adrian,31002,32.6,-82.6,11.0,246
13153,Georgia,Houston County,Bonaire,31005,32.5,-83.6,9.0,18
13269,Georgia,Taylor County,Butler,31006,32.6,-84.3,13.0,123
13093,Georgia,Dooly County,Byromville,31007,32.2,-83.9,9.0,217
13225,Georgia,Peach County,Byron,31008,32.6,-83.8,7.0,31
13175,Georgia,Laurens County,Cadwell,31009,32.3,-83.0,10.0,25
13091,Georgia,Dodge County,Chauncey,31011,32.1,-83.1,7.0,138
13091,Georgia,Dodge County,Chester,31012,32.4,-83.2,8.0,283
13023,Georgia,Bleckley County,Cochran,31014,32.4,-83.3,14.0,275
13081,Georgia,Crisp County,Cordele,31015,31.9,-83.8,12.0,121
13207,Georgia,Monroe County,Culloden,31016,32.8,-84.1,12.0,52
13289,Georgia,Twiggs County,Danville,31017,32.6,-83.2,9.0,97
13303,Georgia,Washington County,Davisboro,31018,33.0,-82.6,12.0,65
13175,Georgia,Laurens County,Dexter,31019,32.42,-83.05,6.0,138
13289,Georgia,Twiggs County,Dry Branch,31020,32.6,-83.5,15.0,257
13175,Georgia,Laurens County,Dublin,31021,32.5,-82.9,20.0,189
13175,Georgia,Laurens County,Dudley,31022,32.5,-83.1,7.0,113
13091,Georgia,Dodge County,Eastman,31023,32.2,-83.2,15.0,270
13237,Georgia,Putnam County,Eatonton,31024,33.3,-83.3,14.0,157
13153,Georgia,Houston County,Elko,31025,32.3,-83.7,7.0,176
13175,Georgia,Laurens County,East Dublin,31027,32.6,-82.8,13.0,190
13153,Georgia,Houston County,Centerville,31028,32.63,-83.69,2.0,126
13207,Georgia,Monroe County,Forsyth,31029,33.0,-83.9,15.0,150
13225,Georgia,Peach County,Fort Valley,31030,32.6,-83.9,13.0,213
13319,Georgia,Wilkinson County,Gordon,31031,32.9,-83.3,10.0,250
13169,Georgia,Jones County,Gray,31032,33.0,-83.6,11.0,64
13169,Georgia,Jones County,Haddock,31033,33.1,-83.5,11.0,118
13303,Georgia,Washington County,Harrison,31035,32.86,-82.71,7.0,31
13235,Georgia,Pulaski County,Hawkinsville,31036,32.3,-83.5,14.0,204
13271,Georgia,Telfair County,Helena,31037,32.1,-82.9,8.0,293
13159,Georgia,Jasper County,Hillsboro,31038,33.2,-83.6,8.0,76
13193,Georgia,Macon County,Ideal,31041,32.4,-84.2,7.0,235
13319,Georgia,Wilkinson County,Irwinton,31042,32.77,-83.18,6.0,298
13289,Georgia,Twiggs County,Jeffersonville,31044,32.7,-83.4,12.0,88
13301,Georgia,Warren County,Jewell,31045,33.29,-82.76,2.0,126
13207,Georgia,Monroe County,Juliette,31046,33.0,-83.8,9.0,79
13153,Georgia,Houston County,Kathleen,31047,32.48,-83.64,6.0,211
13167,Georgia,Johnson County,Kite,31049,32.7,-82.5,8.0,251
13079,Georgia,Crawford County,Knoxville,31050,32.74,-83.95,5.0,132
13021,Georgia,Bibb County,Lizella,31052,32.78,-83.85,7.0,78
13319,Georgia,Wilkinson County,Mc Intyre,31054,32.89,-83.21,5.0,293
13271,Georgia,Telfair County,Mc Rae,31055,32.0,-82.8,10.0,239
13193,Georgia,Macon County,Marshallville,31057,32.4,-83.9,8.0,263
13197,Georgia,Marion County,Mauk,31058,32.5,-84.4,10.0,148
13271,Georgia,Telfair County,Milan,31060,32.0,-83.1,12.0,97
13009,Georgia,Baldwin County,Milledgeville,31061,33.1,-83.2,14.0,108
13193,Georgia,Macon County,Montezuma,31063,32.3,-83.9,9.0,44
13159,Georgia,Jasper County,Monticello,31064,33.3,-83.7,13.0,154
13175,Georgia,Laurens County,Montrose,31065,32.57,-83.15,7.0,91
13079,Georgia,Crawford County,Musella,31066,32.8,-84.0,8.0,87
13193,Georgia,Macon County,Oglethorpe,31068,32.3,-84.1,11.0,282
13153,Georgia,Houston County,Perry,31069,32.4,-83.7,9.0,119
13093,Georgia,Dooly County,Pinehurst,31070,32.2,-83.8,7.0,245
13315,Georgia,Wilcox County,Pineview,31071,32.1,-83.5,7.0,20
13315,Georgia,Wilcox County,Pitts,31072,32.0,-83.6,10.0,294
13175,Georgia,Laurens County,Rentz,31075,32.4,-83.0,8.0,13
13269,Georgia,Taylor County,Reynolds,31076,32.6,-84.1,10.0,164
13091,Georgia,Dodge County,Rhine,31077,32.0,-83.2,8.0,236
13079,Georgia,Crawford County,Roberta,31078,32.7,-84.1,9.0,264
13315,Georgia,Wilcox County,Rochelle,31079,31.9,-83.4,11.0,195
13269,Georgia,Taylor County,Rupert,31081,32.42,-84.28,7.0,226
13303,Georgia,Washington County,Sandersville,31082,33.0,-82.9,16.0,35
13159,Georgia,Jasper County,Shady Dale,31085,33.42,-83.63,7.0,213
13141,Georgia,Hancock County,Sparta,31087,33.3,-83.0,18.0,257
13153,Georgia,Houston County,Warner Robins,31088,32.58,-83.65,5.0,162
13303,Georgia,Washington County,Tennille,31089,32.9,-82.8,10.0,240
13319,Georgia,Wilkinson County,Toomsboro,31090,32.8,-83.1,11.0,28
13093,Georgia,Dooly County,Unadilla,31091,32.2,-83.7,9.0,47
13093,Georgia,Dooly County,Vienna,31092,32.1,-83.8,13.0,131
13153,Georgia,Houston County,Warner Robins,31093,32.65,-83.65,4.0,84
13303,Georgia,Washington County,Warthen,31094,33.1,-82.8,9.0,87
13167,Georgia,Johnson County,Wrightsville,31096,32.7,-82.8,14.0,46
13293,Georgia,Upson County,Yatesville,31097,32.9,-84.1,7.0,170
13153,Georgia,Houston County,Warner Robins,31098,32.62,-83.57,4.0,156
13021,Georgia,Bibb County,Macon,31201,32.81,-83.62,4.0,166
13021,Georgia,Bibb County,Macon,31204,32.86,-83.67,4.0,48
13021,Georgia,Bibb County,Macon,31206,32.8,-83.69,5.0,241
13021,Georgia,Bibb County,Macon,31210,32.9,-83.75,7.0,54
13021,Georgia,Bibb County,Macon,31211,32.9,-83.6,9.0,283
13021,Georgia,Bibb County,Macon,31216,32.73,-83.69,7.0,221
13021,Georgia,Bibb County,Macon,31217,32.8,-83.5,12.0,55
13021,Georgia,Bibb County,Macon,31220,32.88,-83.81,6.0,266
13179,Georgia,Liberty County,Allenhurst,31301,31.77,-81.62,2.0,280
13103,Georgia,Effingham County,Bloomingdale,31302,32.11,-81.34,6.0,199
13103,Georgia,Effingham County,Clyo,31303,32.5,-81.3,8.0,176
13191,Georgia,McIntosh County,Darien,31305,31.4,-81.4,9.0,186
13029,Georgia,Bryan County,Ellabell,31308,32.2,-81.5,9.0,83
13179,Georgia,Liberty County,Fleming,31309,31.9,-81.45,5.0,60
13103,Georgia,Effingham County,Guyton,31312,32.3,-81.4,14.0,163
13179,Georgia,Liberty County,Hinesville,31313,31.9,-81.6,12.0,286
13179,Georgia,Liberty County,Fort Stewart,31314,32.0,-81.5,16.0,251
13179,Georgia,Liberty County,Fort Stewart,31315,31.89,-81.6,2.0,221
13183,Georgia,Long County,Ludowici,31316,31.8,-81.7,19.0,24
13179,Georgia,Liberty County,Midway,31320,31.8,-81.4,14.0,133
13029,Georgia,Bryan County,Pembroke,31321,32.2,-81.7,11.0,175
13051,Georgia,Chatham County,Pooler,31322,32.11,-81.25,7.0,58
13179,Georgia,Liberty County,Riceboro,31323,31.7,-81.4,17.0,280
13029,Georgia,Bryan County,Richmond Hill,31324,31.9,-81.3,11.0,147
13103,Georgia,Effingham County,Rincon,31326,32.3,-81.2,8.0,93
13051,Georgia,Chatham County,Tybee Island,31328,32.01,-80.88,2.0,282
13103,Georgia,Effingham County,Springfield,31329,32.4,-81.3,10.0,154
13191,Georgia,McIntosh County,Townsend,31331,31.5,-81.4,16.0,111
13051,Georgia,Chatham County,Savannah,31401,32.07,-81.09,2.0,171
13051,Georgia,Chatham County,Savannah,31404,32.05,-81.03,4.0,135
13051,Georgia,Chatham County,Savannah,31405,32.04,-81.17,6.0,113
13051,Georgia,Chatham County,Savannah,31406,31.97,-81.08,5.0,84
13051,Georgia,Chatham County,Savannah,31407,32.18,-81.18,5.0,90
13051,Georgia,Chatham County,Savannah,31408,32.12,-81.18,4.0,127
13051,Georgia,Chatham County,Savannah,31410,32.01,-80.95,7.0,174
13051,Georgia,Chatham County,Savannah,31411,31.9,-81.1,12.0,53
13051,Georgia,Chatham County,Savannah,31415,32.08,-81.13,2.0,75
13051,Georgia,Chatham County,Savannah,31419,32.0,-81.2,9.0,196
13299,Georgia,Ware County,Waycross,31501,31.24,-82.36,5.0,264
13299,Georgia,Ware County,Waycross,31503,31.1,-82.4,26.0,66
13005,Georgia,Bacon County,Alma,31510,31.6,-82.5,13.0,136
13069,Georgia,Coffee County,Ambrose,31512,31.6,-83.0,10.0,208
13001,Georgia,Appling County,Baxley,31513,31.8,-82.3,17.0,289
13229,Georgia,Pierce County,Blackshear,31516,31.3,-82.2,10.0,114
13001,Georgia,Appling County,Bristol,31518,31.51,-82.17,7.0,34
13069,Georgia,Coffee County,Broxton,31519,31.7,-82.9,10.0,282
13127,Georgia,Glynn County,Brunswick,31520,31.18,-81.48,5.0,281
13127,Georgia,Glynn County,Saint Simons Island,31522,31.2,-81.4,8.0,54
13127,Georgia,Glynn County,Brunswick,31523,31.2,-81.6,15.0,99
13127,Georgia,Glynn County,Brunswick,31525,31.3,-81.5,11.0,141
13127,Georgia,Glynn County,Jekyll Island,31527,31.07,-81.45,4.0,254
13161,Georgia,Jeff Davis County,Denton,31532,31.7,-82.7,7.0,176
13069,Georgia,Coffee County,Douglas,31533,31.5,-82.8,8.0,282
13069,Georgia,Coffee County,Douglas,31535,31.5,-82.8,11.0,260
13049,Georgia,Charlton County,Folkston,31537,30.9,-82.0,13.0,33
13161,Georgia,Jeff Davis County,Hazlehurst,31539,31.8,-82.6,14.0,185
13025,Georgia,Brantley County,Hoboken,31542,31.1,-82.2,10.0,104
13025,Georgia,Brantley County,Hortense,31543,31.4,-81.8,14.0,152
13271,Georgia,Telfair County,Jacksonville,31544,31.9,-82.9,11.0,293
13305,Georgia,Wayne County,Jesup,31545,31.7,-82.0,12.0,172
13305,Georgia,Wayne County,Jesup,31546,31.5,-81.8,13.0,166
13039,Georgia,Camden County,Kings Bay,31547,30.79,-81.54,3.0,101
13039,Georgia,Camden County,Kingsland,31548,30.8,-81.7,11.0,170
13271,Georgia,Telfair County,Lumber City,31549,31.9,-82.8,8.0,267
13299,Georgia,Ware County,Manor,31550,31.1,-82.6,10.0,27
13229,Georgia,Pierce County,Mershon,31551,31.5,-82.3,8.0,161
13299,Georgia,Ware County,Millwood,31552,31.3,-82.6,9.0,207
13025,Georgia,Brantley County,Nahunta,31553,31.2,-82.0,10.0,57
13069,Georgia,Coffee County,Nicholls,31554,31.5,-82.6,12.0,245
13305,Georgia,Wayne County,Odum,31555,31.7,-82.1,11.0,40
13229,Georgia,Pierce County,Patterson,31557,31.4,-82.1,9.0,276
13039,Georgia,Camden County,Saint Marys,31558,30.8,-81.5,11.0,203
13305,Georgia,Wayne County,Screven,31560,31.5,-82.0,12.0,136
13049,Georgia,Charlton County,Saint George,31562,30.7,-82.2,26.0,245
13001,Georgia,Appling County,Surrency,31563,31.7,-82.2,15.0,202
13039,Georgia,Camden County,Waverly,31565,31.1,-81.7,13.0,217
13025,Georgia,Brantley County,Waynesville,31566,31.2,-81.8,12.0,286
13069,Georgia,Coffee County,West Green,31567,31.62,-82.7,5.0,285
13039,Georgia,Camden County,White Oak,31568,31.0,-81.8,10.0,211
13039,Georgia,Camden County,Woodbine,31569,30.9,-81.6,13.0,285
13185,Georgia,Lowndes County,Valdosta,31601,30.8,-83.4,10.0,62
13185,Georgia,Lowndes County,Valdosta,31602,30.9,-83.3,8.0,224
13185,Georgia,Lowndes County,Valdosta,31605,30.95,-83.23,6.0,9
13185,Georgia,Lowndes County,Valdosta,31606,30.8,-83.2,8.0,38
13075,Georgia,Cook County,Adel,31620,31.1,-83.4,9.0,300
13019,Georgia,Berrien County,Alapaha,31622,31.4,-83.2,9.0,22
13003,Georgia,Atkinson County,Axson,31624,31.3,-82.7,8.0,268
13027,Georgia,Brooks County,Barney,31625,31.01,-83.53,6.0,276
13275,Georgia,Thomas County,Boston,31626,30.8,-83.8,11.0,49
13027,Georgia,Brooks County,Dixie,31629,30.8,-83.7,9.0,293
13065,Georgia,Clinch County,Du Pont,31630,30.9,-82.9,11.0,28
13065,Georgia,Clinch County,Fargo,31631,30.8,-82.5,27.0,201
13185,Georgia,Lowndes County,Hahira,31632,31.0,-83.4,10.0,84
13065,Georgia,Clinch County,Homerville,31634,31.0,-82.7,15.0,67
13173,Georgia,Lanier County,Lakeland,31635,31.1,-83.1,9.0,71
13185,Georgia,Lowndes County,Lake Park,31636,30.7,-83.1,11.0,205
13075,Georgia,Cook County,Lenox,31637,31.3,-83.4,9.0,47
13027,Georgia,Brooks County,Morven,31638,30.92,-83.5,6.0,177
13019,Georgia,Berrien County,Nashville,31639,31.2,-83.2,11.0,228
13185,Georgia,Lowndes County,Naylor,31641,30.9,-83.1,8.0,152
13003,Georgia,Atkinson County,Pearson,31642,31.3,-82.9,9.0,167
13027,Georgia,Brooks County,Quitman,31643,30.8,-83.6,13.0,201
13019,Georgia,Berrien County,Ray City,31645,31.06,-83.23,5.0,5
13075,Georgia,Cook County,Sparks,31647,31.2,-83.42,6.0,105
13101,Georgia,Echols County,Statenville,31648,30.7,-82.9,11.0,273
13173,Georgia,Lanier County,Stockton,31649,30.92,-83.0,7.0,84
13003,Georgia,Atkinson County,Willacoochee,31650,31.3,-83.0,12.0,156
13095,Georgia,Dougherty County,Albany,31701,31.58,-84.15,5.0,134
13095,Georgia,Dougherty County,Albany,31705,31.5,-84.0,11.0,81
13095,Georgia,Dougherty County,Albany,31707,31.59,-84.21,4.0,223
13261,Georgia,Sumter County,Americus,31709,32.0,-84.1,10.0,239
13261,Georgia,Sumter County,Andersonville,31711,32.19,-84.12,7.0,51
13081,Georgia,Crisp County,Arabi,31712,31.8,-83.7,8.0,297
13287,Georgia,Turner County,Ashburn,31714,31.7,-83.7,14.0,201
13205,Georgia,Mitchell County,Baconton,31716,31.4,-84.1,7.0,85
13261,Georgia,Sumter County,Americus,31719,32.0,-84.3,10.0,195
13095,Georgia,Dougherty County,Albany,31721,31.5,-84.3,12.0,175
13205,Georgia,Mitchell County,Camilla,31730,31.2,-84.3,17.0,70
13277,Georgia,Tift County,Chula,31733,31.6,-83.5,7.0,127
13261,Georgia,Sumter County,Cobb,31735,31.97,-83.98,5.0,104
13275,Georgia,Thomas County,Coolidge,31738,31.01,-83.87,6.0,227
13261,Georgia,Sumter County,De Soto,31743,31.9,-84.0,7.0,138
13071,Georgia,Colquitt County,Doerun,31744,31.3,-83.9,9.0,64
13019,Georgia,Berrien County,Enigma,31749,31.4,-83.33,7.0,111
13017,Georgia,Ben Hill County,Fitzgerald,31750,31.7,-83.2,14.0,74
13071,Georgia,Colquitt County,Hartsfield,31756,31.18,-83.96,6.0,143
13275,Georgia,Thomas County,Thomasville,31757,30.9,-83.9,9.0,235
13177,Georgia,Lee County,Leesburg,31763,31.7,-84.1,11.0,5
13261,Georgia,Sumter County,Leslie,31764,32.0,-84.1,9.0,23
13275,Georgia,Thomas County,Meigs,31765,31.1,-84.0,8.0,88
13071,Georgia,Colquitt County,Moultrie,31768,31.2,-83.8,13.0,73
13071,Georgia,Colquitt County,Norman Park,31771,31.3,-83.6,9.0,239
13321,Georgia,Worth County,Oakfield,31772,31.72,-83.96,7.0,39
13275,Georgia,Thomas County,Ochlocknee,31773,31.0,-84.1,9.0,47
13155,Georgia,Irwin County,Ocilla,31774,31.6,-83.3,11.0,248
13277,Georgia,Tift County,Omega,31775,31.34,-83.61,7.0,53
13275,Georgia,Thomas County,Pavo,31778,31.0,-83.7,9.0,241
13205,Georgia,Mitchell County,Pelham,31779,31.1,-84.2,11.0,94
13261,Georgia,Sumter County,Plains,31780,32.0,-84.4,10.0,48
13321,Georgia,Worth County,Poulan,31781,31.5,-83.8,8.0,172
13287,Georgia,Turner County,Rebecca,31783,31.8,-83.5,10.0,178
13205,Georgia,Mitchell County,Sale City,31784,31.25,-84.05,5.0,75
13177,Georgia,Lee County,Smithville,31787,31.9,-84.2,11.0,80
13071,Georgia,Colquitt County,Moultrie,31788,31.1,-83.7,10.0,35
13321,Georgia,Worth County,Sumner,31789,31.5,-83.7,12.0,151
13287,Georgia,Turner County,Sycamore,31790,31.65,-83.56,7.0,188
13321,Georgia,Worth County,Sylvester,31791,31.5,-83.9,14.0,176
13275,Georgia,Thomas County,Thomasville,31792,30.8,-84.1,14.0,82
13277,Georgia,Tift County,Tifton,31793,31.5,-83.6,11.0,216
13277,Georgia,Tift County,Tifton,31794,31.4,-83.4,10.0,239
13277,Georgia,Tift County,Ty Ty,31795,31.48,-83.68,7.0,52
13321,Georgia,Worth County,Warwick,31796,31.8,-83.9,7.0,263
13155,Georgia,Irwin County,Wray,31798,31.6,-83.1,13.0,24
13197,Georgia,Marion County,Box Springs,31801,32.5,-84.6,9.0,153
13197,Georgia,Marion County,Buena Vista,31803,32.3,-84.5,13.0,36
13145,Georgia,Harris County,Cataula,31804,32.65,-84.9,7.0,188
13053,Georgia,Chattahoochee County,Cusseta,31805,32.29,-84.75,6.0,186
13249,Georgia,Schley County,Ellaville,31806,32.3,-84.3,12.0,255
13145,Georgia,Harris County,Ellerslie,31807,32.65,-84.83,4.0,169
13145,Georgia,Harris County,Fortson,31808,32.64,-85.01,7.0,37
13145,Georgia,Harris County,Hamilton,31811,32.8,-85.0,15.0,275
13263,Georgia,Talbot County,Junction City,31812,32.62,-84.45,7.0,271
13259,Georgia,Stewart County,Lumpkin,31815,32.0,-84.9,13.0,237
13199,Georgia,Meriwether County,Manchester,31816,32.88,-84.61,6.0,82
13215,Georgia,Muscogee County,Midland,31820,32.55,-84.84,7.0,182
13259,Georgia,Stewart County,Omaha,31821,32.1,-84.9,12.0,226
13145,Georgia,Harris County,Pine Mountain,31822,32.8,-84.9,9.0,49
13145,Georgia,Harris County,Pine Mountain Valley,31823,32.81,-84.82,3.0,168
13307,Georgia,Webster County,Preston,31824,32.1,-84.5,13.0,138
13259,Georgia,Stewart County,Richland,31825,32.1,-84.7,13.0,154
13145,Georgia,Harris County,Shiloh,31826,32.79,-84.69,6.0,167
13263,Georgia,Talbot County,Talbotton,31827,32.7,-84.5,14.0,209
13215,Georgia,Muscogee County,Upatoi,31829,32.5,-84.8,9.0,93
13199,Georgia,Meriwether County,Warm Springs,31830,32.89,-84.73,6.0,256
13145,Georgia,Harris County,Waverly Hall,31831,32.7,-84.7,7.0,74
13307,Georgia,Webster County,Weston,31832,31.97,-84.6,4.0,150
13285,Georgia,Troup County,West Point,31833,32.8,-85.1,9.0,61
13263,Georgia,Talbot County,Woodland,31836,32.8,-84.5,10.0,170
13215,Georgia,Muscogee County,Columbus,31901,32.47,-84.98,2.0,61
13215,Georgia,Muscogee County,Columbus,31903,32.41,-84.95,3.0,113
13215,Georgia,Muscogee County,Columbus,31904,32.54,-85.01,5.0,34
13053,Georgia,Chattahoochee County,Fort Benning,31905,32.4,-84.8,13.0,80
13215,Georgia,Muscogee County,Columbus,31906,32.47,-84.95,3.0,249
13215,Georgia,Muscogee County,Columbus,31907,32.48,-84.87,5.0,134
13215,Georgia,Muscogee County,Columbus,31909,32.54,-84.92,3.0,86
13037,Georgia,Calhoun County,Arlington,39813,31.46,-84.74,5.0,242
13087,Georgia,Decatur County,Attapulgus,39815,30.75,-84.47,6.0,51
13087,Georgia,Decatur County,Bainbridge,39817,30.9,-84.6,12.0,19
13087,Georgia,Decatur County,Bainbridge,39819,30.9,-84.6,14.0,269
13099,Georgia,Early County,Blakely,39823,31.3,-84.9,16.0,145
13061,Georgia,Clay County,Bluffton,39824,31.6,-84.9,9.0,120
13087,Georgia,Decatur County,Brinson,39825,30.9,-84.7,11.0,170
13273,Georgia,Terrell County,Bronwood,39826,31.82,-84.33,5.0,212
13131,Georgia,Grady County,Cairo,39827,31.0,-84.2,7.0,138
13131,Georgia,Grady County,Cairo,39828,30.8,-84.2,11.0,297
13087,Georgia,Decatur County,Climax,39834,30.9,-84.4,15.0,238
13243,Georgia,Randolph County,Coleman,39836,31.6,-84.9,8.0,80
13201,Georgia,Miller County,Colquitt,39837,31.1,-84.7,14.0,206
13243,Georgia,Randolph County,Cuthbert,39840,31.8,-84.8,13.0,105
13099,Georgia,Early County,Damascus,39841,31.3,-84.7,8.0,13
13273,Georgia,Terrell County,Dawson,39842,31.8,-84.4,12.0,58
13253,Georgia,Seminole County,Donalsonville,39845,31.0,-84.9,17.0,105
13037,Georgia,Calhoun County,Edison,39846,31.54,-84.75,6.0,49
13061,Georgia,Clay County,Fort Gaines,39851,31.7,-85.0,11.0,257
13239,Georgia,Quitman County,Georgetown,39854,31.9,-85.0,8.0,143
13253,Georgia,Seminole County,Iron City,39859,31.0,-84.8,9.0,93
13099,Georgia,Early County,Jakin,39861,31.2,-85.0,9.0,220
13037,Georgia,Calhoun County,Leary,39862,31.5,-84.5,9.0,146
13037,Georgia,Calhoun County,Morgan,39866,31.5,-84.6,9.0,55
13061,Georgia,Clay County,Morris,39867,31.8,-85.0,8.0,273
13007,Georgia,Baker County,Newton,39870,31.3,-84.4,17.0,60
13273,Georgia,Terrell County,Parrott,39877,31.9,-84.5,8.0,173
13243,Georgia,Randolph County,Shellman,39886,31.8,-84.6,12.0,262
13131,Georgia,Grady County,Whigham,39897,30.9,-84.3,15.0,226
